year,winter,spring,summer,autumn,station_id,station_name
1919,5.1,7.8,13.0,9.2,1036572,QUATSINO            
1920,4.8,7.5,13.7,9.1,1036572,QUATSINO            
1921,4.8,7.7,12.9,9.7,1036572,QUATSINO            
1922,2.7,7.3,13.9,9.6,1036572,QUATSINO            
1923,3.4,8.6,14.3,10.1,1036572,QUATSINO            
1924,5.5,8.3,13.5,9.5,1036572,QUATSINO            
1925,4.3,8.3,13.7,9.4,1036572,QUATSINO            
1926,6.6,9.5,14.2,9.5,1036572,QUATSINO            
1927,4.5,7.0,13.9,8.6,1036572,QUATSINO            
1928,4.5,8.3,13.8,9.5,1036572,QUATSINO            
1929,3.5,7.7,12.7,9.8,1036572,QUATSINO            
1930,2.9,8.0,13.6,9.7,1036572,QUATSINO            
1931,6.2,8.7,14.1,9.3,1036572,QUATSINO            
1932,4.0,8.5,13.4,9.7,1036572,QUATSINO            
1933,3.2,7.5,13.0,9.6,1036572,QUATSINO            
1934,5.0,9.8,13.8,10.1,1036572,QUATSINO            
1935,4.4,7.5,13.9,9.4,1036572,QUATSINO            
1936,4.5,8.4,14.7,10.3,1036572,QUATSINO            
1937,3.2,8.3,14.0,10.8,1036572,QUATSINO            
1939,5.1,8.4,13.6,10.2,1036572,QUATSINO            
1940,6.4,9.4,14.4,10.7,1036572,QUATSINO            
1941,6.8,10.0,15.0,10.9,1036572,QUATSINO            
1942,5.7,8.6,15.3,10.0,1036572,QUATSINO            
1943,3.8,7.9,14.0,10.8,1036572,QUATSINO            
1944,5.7,8.5,14.6,11.2,1036572,QUATSINO            
1945,5.4,8.2,13.7,9.2,1036572,QUATSINO            
1947,3.8,9.7,14.4,10.4,1036572,QUATSINO            
1951,5.0,8.3,15.6,10.3,1036572,QUATSINO            
1952,3.8,8.3,14.0,10.8,1036572,QUATSINO            
1953,5.4,8.6,14.1,10.6,1036572,QUATSINO            
1954,4.7,7.6,13.0,10.7,1036572,QUATSINO            
1955,5.4,6.6,12.5,8.3,1036572,QUATSINO            
1956,3.1,8.4,13.8,9.3,1036572,QUATSINO            
1957,3.7,8.9,13.6,10.6,1036572,QUATSINO            
1958,6.7,9.6,16.2,9.7,1036572,QUATSINO            
1959,5.3,8.6,13.8,9.8,1036572,QUATSINO            
1960,5.4,8.1,13.5,9.9,1036572,QUATSINO            
1961,6.2,8.7,15.3,9.2,1036572,QUATSINO            
1962,5.6,7.8,13.8,10.3,1036572,QUATSINO            
1963,6.7,8.8,14.1,10.6,1036572,QUATSINO            
1964,6.0,7.9,13.3,9.3,1036572,QUATSINO            
1965,3.9,8.4,14.4,10.4,1036572,QUATSINO            
1966,5.1,8.2,13.8,9.9,1036572,QUATSINO            
1967,5.8,7.9,15.2,10.6,1036572,QUATSINO            
1968,5.1,8.7,14.1,9.9,1036572,QUATSINO            
1969,2.0,8.6,13.9,10.1,1036572,QUATSINO            
1971,4.3,7.4,13.9,9.4,1036572,QUATSINO            
1972,2.7,7.7,13.9,9.1,1036572,QUATSINO            
1973,4.4,8.0,12.8,8.8,1036572,QUATSINO            
1974,4.9,7.9,13.4,10.7,1036572,QUATSINO            
1975,4.5,7.3,12.8,9.3,1036572,QUATSINO            
1976,5.0,7.5,12.5,10.2,1036572,QUATSINO            
1977,6.6,8.2,13.7,9.2,1036572,QUATSINO            
1978,4.8,8.5,14.4,9.6,1036572,QUATSINO            
1979,3.5,8.9,14.3,10.2,1036572,QUATSINO            
1980,4.9,8.6,13.5,10.6,1036572,QUATSINO            
1981,6.8,8.9,14.1,10.2,1036572,QUATSINO            
1982,4.1,7.5,14.0,9.5,1036572,QUATSINO            
1983,6.0,9.6,14.1,9.8,1036572,QUATSINO            
1984,5.1,8.6,13.4,8.8,1036572,QUATSINO            
1985,4.8,8.3,14.4,8.2,1036572,QUATSINO            
1986,5.2,9.1,14.3,10.8,1036572,QUATSINO            
1987,6.2,9.2,13.9,10.7,1036572,QUATSINO            
1988,5.7,8.8,13.5,10.7,1036572,QUATSINO            
1989,4.6,9.2,14.4,10.8,1036572,QUATSINO            
1990,6.1,9.6,15.4,10.4,1036572,QUATSINO            
1991,5.4,8.7,14.5,10.8,1036572,QUATSINO            
1992,7.3,10.3,15.2,10.3,1036572,QUATSINO            
1993,4.6,9.7,14.5,10.7,1036572,QUATSINO            
1994,6.5,9.8,14.8,10.1,1036572,QUATSINO            
1995,6.0,9.3,14.5,11.0,1036572,QUATSINO            
1996,5.4,8.9,14.0,9.4,1036572,QUATSINO            
1997,4.7,9.2,14.9,10.7,1036572,QUATSINO            
1998,6.1,9.6,15.2,10.7,1036572,QUATSINO            
1999,5.3,7.8,13.7,9.9,1036572,QUATSINO            
2000,5.4,8.5,14.2,10.2,1036572,QUATSINO            
2001,5.5,8.1,13.3,10.0,1036572,QUATSINO            
2002,5.4,7.9,14.3,10.8,1036572,QUATSINO            
2003,6.9,8.7,14.7,9.9,1036572,QUATSINO            
2004,5.6,9.5,16.1,10.2,1036572,QUATSINO            
2005,6.1,10.0,14.8,11.0,1036572,QUATSINO            
2006,6.7,8.7,15.0,10.4,1036572,QUATSINO            
2009,4.8,7.6,15.0,11.1,1036572,QUATSINO            
2010,7.1,8.7,14.5,11.1,1036572,QUATSINO            
2011,5.4,7.7,13.9,10.7,1036572,QUATSINO            
2012,6.0,7.7,14.2,11.0,1036572,QUATSINO            
2013,6.0,9.1,15.2,11.7,1036572,QUATSINO            
2014,5.9,9.6,15.6,12.7,1036572,QUATSINO            
2015,8.9,10.5,16.5,11.8,1036572,QUATSINO            
2020,5.9,9.3,14.3,12.3,1036572,QUATSINO            
1901,1.8,6.3,14.1,9.3,1036B06,ALBERNI             
1902,2.7,7.8,14.3,8.6,1036B06,ALBERNI             
1903,1.3,6.4,14.7,7.4,1036B06,ALBERNI             
1904,1.0,6.2,14.8,10.4,1036B06,ALBERNI             
1905,2.3,8.8,15.4,8.6,1036B06,ALBERNI             
1906,3.1,8.9,15.1,8.9,1036B06,ALBERNI             
1908,1.4,6.9,15.1,8.8,1036B06,ALBERNI             
1909,0.3,7.0,13.2,8.2,1036B06,ALBERNI             
1911,1.1,6.6,14.0,7.7,1036B06,ALBERNI             
1912,2.0,7.5,14.3,7.8,1036B06,ALBERNI             
1913,0.6,6.0,13.9,7.3,1036B06,ALBERNI             
1914,2.1,8.1,14.3,8.9,1036B06,ALBERNI             
1915,1.9,9.1,15.4,8.3,1036B06,ALBERNI             
1916,-0.6,6.7,14.3,7.5,1036B06,ALBERNI             
1917,0.4,6.4,14.3,9.8,1036B06,ALBERNI             
1918,2.0,7.1,14.6,9.3,1036B06,ALBERNI             
1919,1.8,7.2,13.9,8.2,1036B06,ALBERNI             
1920,1.4,6.1,14.9,7.7,1036B06,ALBERNI             
1921,1.6,6.8,14.1,9.0,1036B06,ALBERNI             
1922,0.3,6.8,15.3,9.3,1036B06,ALBERNI             
1923,0.8,8.2,15.2,10.1,1036B06,ALBERNI             
1924,2.9,8.5,15.0,8.5,1036B06,ALBERNI             
1925,1.6,8.4,14.5,8.7,1036B06,ALBERNI             
1926,4.4,9.6,15.2,8.5,1036B06,ALBERNI             
1927,2.0,7.8,16.2,8.3,1036B06,ALBERNI             
1929,0.0,7.2,13.8,9.1,1036B06,ALBERNI             
1930,0.7,8.6,14.9,9.1,1036B06,ALBERNI             
1931,4.0,8.7,14.7,7.9,1036B06,ALBERNI             
1932,1.2,7.8,14.3,9.5,1036B06,ALBERNI             
1934,3.0,10.5,15.5,9.9,1036B06,ALBERNI             
1935,1.8,7.3,15.2,8.4,1036B06,ALBERNI             
1936,2.0,8.1,14.6,9.9,1036B06,ALBERNI             
1937,0.5,7.7,15.1,10.4,1036B06,ALBERNI             
1938,3.4,9.4,17.0,10.0,1036B06,ALBERNI             
1940,4.8,10.0,16.0,9.9,1036B06,ALBERNI             
1941,4.1,10.0,16.2,9.8,1036B06,ALBERNI             
1942,2.5,8.5,16.7,9.1,1036B06,ALBERNI             
1943,1.4,7.6,15.1,9.6,1036B06,ALBERNI             
1944,2.5,7.8,15.8,10.4,1036B06,ALBERNI             
1945,2.0,7.4,15.3,7.9,1036B06,ALBERNI             
1947,2.7,11.3,16.2,10.3,1036B06,ALBERNI             
1948,3.0,8.3,16.8,8.9,1036B06,ALBERNI             
1949,-0.4,8.9,15.5,10.8,1036B06,ALBERNI             
1950,-0.7,7.6,17.3,9.4,1036B06,ALBERNI             
1951,2.6,9.1,17.9,10.4,1036B06,ALBERNI             
1952,2.1,9.9,17.0,11.2,1036B06,ALBERNI             
1953,4.4,9.2,16.2,11.5,1036B06,ALBERNI             
1954,2.5,7.8,15.3,11.3,1036B06,ALBERNI             
1955,3.3,6.5,15.7,8.7,1036B06,ALBERNI             
1956,0.9,8.6,16.3,9.1,1036B06,ALBERNI             
1957,1.1,9.4,15.5,10.4,1036B06,ALBERNI             
1958,5.0,9.6,19.5,9.4,1036B06,ALBERNI             
1959,3.1,8.1,16.4,9.0,1036B06,ALBERNI             
1960,2.6,8.2,16.6,10.3,1036B06,ALBERNI             
1961,4.1,8.9,18.8,8.8,1036B06,ALBERNI             
1962,3.7,7.8,16.2,11.5,1036B06,ALBERNI             
1963,4.5,8.7,16.9,11.2,1036B06,ALBERNI             
1964,3.7,7.7,15.6,9.4,1036B06,ALBERNI             
1965,2.1,8.5,17.8,10.8,1036B06,ALBERNI             
1967,4.1,8.1,19.4,11.0,1036B06,ALBERNI             
1968,3.3,9.2,17.2,10.3,1036B06,ALBERNI             
1969,-0.8,9.0,17.4,10.3,1036B06,ALBERNI             
1970,3.8,8.5,17.8,8.6,1036B06,ALBERNI             
1971,2.3,8.2,17.1,9.6,1036B06,ALBERNI             
1972,0.8,8.6,17.6,9.1,1036B06,ALBERNI             
1973,1.8,9.0,16.2,9.2,1036B06,ALBERNI             
1974,2.7,8.3,16.8,11.3,1036B06,ALBERNI             
1975,1.2,7.1,16.3,9.2,1036B06,ALBERNI             
1976,1.2,6.7,14.7,10.3,1036B06,ALBERNI             
1977,3.2,7.5,17.3,8.1,1036B06,ALBERNI             
1978,1.7,8.5,18.1,9.0,1036B06,ALBERNI             
1979,0.2,8.6,17.1,10.1,1036B06,ALBERNI             
1980,1.5,8.6,16.3,10.4,1036B06,ALBERNI             
1982,1.0,7.4,17.6,9.4,1036B06,ALBERNI             
1984,1.3,8.0,16.3,8.1,1036B06,ALBERNI             
1985,1.1,8.2,17.5,7.0,1036B06,ALBERNI             
1986,1.3,8.6,17.5,9.9,1036B06,ALBERNI             
1987,3.4,9.3,17.3,11.4,1036B06,ALBERNI             
1988,2.5,8.6,16.4,10.6,1036B06,ALBERNI             
1989,1.2,8.6,16.6,10.7,1036B06,ALBERNI             
1990,2.8,9.5,18.3,10.2,1036B06,ALBERNI             
1991,1.5,8.0,16.6,10.2,1036B06,ALBERNI             
1992,3.5,10.2,18.2,9.6,1036B06,ALBERNI             
1993,-0.3,9.3,16.4,10.8,1036B06,ALBERNI             
1994,3.3,9.9,17.3,9.7,1036B06,ALBERNI             
1995,2.4,9.7,17.2,11.1,1036B06,ALBERNI             
1996,2.6,8.2,17.5,9.0,1036B06,ALBERNI             
1998,3.2,9.8,19.1,11.5,1036B06,ALBERNI             
1999,2.2,7.5,17.0,10.2,1036B06,ALBERNI             
2000,2.5,8.6,17.3,9.7,1036B06,ALBERNI             
2001,2.1,8.5,16.2,10.1,1036B06,ALBERNI             
2002,2.1,7.9,17.8,10.6,1036B06,ALBERNI             
2003,3.6,8.0,18.0,9.8,1036B06,ALBERNI             
2005,2.3,10.0,18.1,8.7,1036B06,ALBERNI             
2006,3.0,8.8,18.5,9.6,1036B06,ALBERNI             
2007,2.3,8.5,17.0,9.5,1036B06,ALBERNI             
2008,1.3,8.0,17.0,10.2,1036B06,ALBERNI             
2009,0.4,7.6,19.4,9.8,1036B06,ALBERNI             
2011,1.7,7.2,17.0,9.6,1036B06,ALBERNI             
2012,1.9,8.1,17.7,10.7,1036B06,ALBERNI             
2013,2.3,9.7,18.6,10.5,1036B06,ALBERNI             
2014,1.8,9.9,19.3,11.6,1036B06,ALBERNI             
2015,5.0,11.1,19.7,10.3,1036B06,ALBERNI             
2016,3.5,11.3,18.6,10.8,1036B06,ALBERNI             
2017,0.8,9.0,18.8,10.6,1036B06,ALBERNI             
2018,2.3,9.8,18.2,10.2,1036B06,ALBERNI             
2019,1.7,9.8,17.6,9.6,1036B06,ALBERNI             
2020,2.9,8.7,17.0,10.7,1036B06,ALBERNI             
2021,3.0,9.0,19.2,9.5,1036B06,ALBERNI             
2022,1.2,7.1,18.6,10.5,1036B06,ALBERNI             
1959,5.6,7.9,14.1,9.9,1038205,TOFINO A            
1960,5.0,7.7,13.6,10.1,1038205,TOFINO A            
1961,6.2,8.4,15.4,8.9,1038205,TOFINO A            
1962,4.9,7.3,13.3,10.9,1038205,TOFINO A            
1963,6.1,8.1,14.2,11.1,1038205,TOFINO A            
1964,5.5,6.9,13.4,9.1,1038205,TOFINO A            
1965,3.8,7.4,13.6,10.5,1038205,TOFINO A            
1966,4.8,7.4,13.4,10.0,1038205,TOFINO A            
1967,5.5,6.9,15.0,10.9,1038205,TOFINO A            
1968,5.1,8.2,13.9,9.9,1038205,TOFINO A            
1969,1.8,8.1,13.9,10.0,1038205,TOFINO A            
1970,5.9,7.6,13.4,9.0,1038205,TOFINO A            
1971,3.9,6.8,13.4,9.2,1038205,TOFINO A            
1972,2.4,7.4,14.2,8.8,1038205,TOFINO A            
1973,4.0,7.4,12.6,8.8,1038205,TOFINO A            
1974,4.3,7.1,13.2,10.2,1038205,TOFINO A            
1975,4.1,6.6,12.7,9.6,1038205,TOFINO A            
1976,4.4,6.8,12.7,10.4,1038205,TOFINO A            
1977,5.8,7.2,13.4,8.8,1038205,TOFINO A            
1978,5.2,8.1,14.6,9.4,1038205,TOFINO A            
1981,6.8,8.4,14.0,10.1,1038205,TOFINO A            
1982,4.1,6.8,13.9,9.7,1038205,TOFINO A            
1983,6.2,9.3,14.3,9.7,1038205,TOFINO A            
1984,4.6,7.9,13.4,8.8,1038205,TOFINO A            
1985,3.8,7.2,13.7,7.5,1038205,TOFINO A            
1986,4.8,8.1,14.0,10.3,1038205,TOFINO A            
1987,6.1,8.6,14.1,11.1,1038205,TOFINO A            
1988,5.0,8.1,13.7,10.2,1038205,TOFINO A            
1989,3.8,8.5,14.1,10.5,1038205,TOFINO A            
1990,5.0,8.9,14.9,10.1,1038205,TOFINO A            
1991,4.7,7.5,13.5,10.5,1038205,TOFINO A            
1992,6.5,9.7,15.0,9.9,1038205,TOFINO A            
1993,3.8,9.0,14.2,9.8,1038205,TOFINO A            
1994,5.6,8.9,14.3,9.5,1038205,TOFINO A            
1995,5.8,8.7,14.5,11.0,1038205,TOFINO A            
1996,5.2,8.1,14.2,9.1,1038205,TOFINO A            
1997,4.7,8.4,14.8,11.6,1038205,TOFINO A            
1998,6.4,8.8,14.5,10.9,1038205,TOFINO A            
1999,4.8,6.9,13.4,9.9,1038205,TOFINO A            
2000,4.9,7.8,13.6,9.9,1038205,TOFINO A            
2001,5.0,7.6,13.1,10.0,1038205,TOFINO A            
2003,6.4,8.1,14.7,10.3,1038205,TOFINO A            
2004,6.2,9.5,15.6,10.6,1038205,TOFINO A            
2005,5.8,9.7,14.7,10.0,1038205,TOFINO A            
2007,5.3,7.9,14.4,9.6,1038205,TOFINO A            
2008,4.2,7.0,13.3,10.7,1038205,TOFINO A            
2009,3.9,7.3,14.9,10.6,1038205,TOFINO A            
2010,6.5,8.2,13.7,10.2,1038205,TOFINO A            
2011,4.9,7.3,14.1,10.1,1038205,TOFINO A            
2012,5.1,7.8,14.0,10.6,1038205,TOFINO A            
2013,4.8,8.7,14.8,10.8,1038205,TOFINO A            
2014,4.7,9.3,14.8,11.7,1038205,TOFINO A            
2015,7.4,9.4,15.7,10.3,1038205,TOFINO A            
2016,6.0,10.1,15.0,10.8,1038205,TOFINO A            
2017,3.7,8.3,14.7,10.7,1038205,TOFINO A            
2018,5.0,8.9,14.7,10.5,1038205,TOFINO A            
2019,4.9,9.2,15.0,10.3,1038205,TOFINO A            
2020,5.5,8.5,14.4,11.1,1038205,TOFINO A            
2021,5.4,8.2,15.3,10.1,1038205,TOFINO A            
2022,4.3,7.5,15.2,10.6,1038205,TOFINO A            
1989,3.9,8.7,14.3,10.9,1038332,UCLUELET KENNEDY CAM
1990,5.3,8.9,14.8,10.3,1038332,UCLUELET KENNEDY CAM
1991,4.9,7.5,13.6,10.6,1038332,UCLUELET KENNEDY CAM
1992,7.0,9.8,15.2,10.4,1038332,UCLUELET KENNEDY CAM
1993,4.1,9.4,14.4,10.1,1038332,UCLUELET KENNEDY CAM
1994,5.9,9.3,14.6,9.7,1038332,UCLUELET KENNEDY CAM
1995,6.1,8.8,14.6,11.2,1038332,UCLUELET KENNEDY CAM
1996,5.7,8.8,14.6,9.5,1038332,UCLUELET KENNEDY CAM
1997,5.2,8.9,15.0,11.9,1038332,UCLUELET KENNEDY CAM
1998,6.7,8.9,14.7,11.2,1038332,UCLUELET KENNEDY CAM
1999,5.1,7.1,13.6,10.1,1038332,UCLUELET KENNEDY CAM
2000,5.3,8.1,13.8,10.0,1038332,UCLUELET KENNEDY CAM
2001,5.3,7.8,13.3,10.2,1038332,UCLUELET KENNEDY CAM
2002,5.3,7.2,14.1,10.2,1038332,UCLUELET KENNEDY CAM
2004,6.2,9.6,15.2,10.4,1038332,UCLUELET KENNEDY CAM
2006,5.6,8.3,14.5,9.6,1038332,UCLUELET KENNEDY CAM
2007,5.4,8.0,14.4,9.5,1038332,UCLUELET KENNEDY CAM
2008,4.2,7.0,13.2,10.6,1038332,UCLUELET KENNEDY CAM
2009,3.9,7.3,14.7,10.4,1038332,UCLUELET KENNEDY CAM
2010,6.6,8.3,13.7,10.1,1038332,UCLUELET KENNEDY CAM
2011,5.0,7.3,14.0,9.8,1038332,UCLUELET KENNEDY CAM
2012,5.1,7.7,13.9,10.4,1038332,UCLUELET KENNEDY CAM
2013,4.8,8.5,14.5,10.6,1038332,UCLUELET KENNEDY CAM
2014,4.7,9.6,14.9,11.8,1038332,UCLUELET KENNEDY CAM
2015,7.7,9.5,15.6,10.6,1038332,UCLUELET KENNEDY CAM
2016,6.6,10.4,15.3,11.3,1038332,UCLUELET KENNEDY CAM
2017,3.8,8.7,15.0,10.9,1038332,UCLUELET KENNEDY CAM
2018,5.3,9.2,14.9,10.7,1038332,UCLUELET KENNEDY CAM
2019,5.0,9.7,15.6,10.4,1038332,UCLUELET KENNEDY CAM
2020,5.7,8.6,14.8,11.4,1038332,UCLUELET KENNEDY CAM
2021,5.8,8.6,15.6,10.4,1038332,UCLUELET KENNEDY CAM
2022,4.7,7.8,15.5,10.7,1038332,UCLUELET KENNEDY CAM
1914,4.0,10.3,14.6,10.0,1041050,BRITANNIA BEACH FURR
1916,0.9,7.4,15.3,9.0,1041050,BRITANNIA BEACH FURR
1917,-0.8,5.5,15.5,11.0,1041050,BRITANNIA BEACH FURR
1920,1.3,7.3,15.6,8.4,1041050,BRITANNIA BEACH FURR
1921,2.8,6.4,13.7,9.7,1041050,BRITANNIA BEACH FURR
1922,1.6,7.6,17.1,10.0,1041050,BRITANNIA BEACH FURR
1923,1.2,8.6,16.8,11.1,1041050,BRITANNIA BEACH FURR
1925,3.6,9.6,17.3,9.8,1041050,BRITANNIA BEACH FURR
1927,2.1,7.7,18.5,9.3,1041050,BRITANNIA BEACH FURR
1928,2.4,9.8,17.7,9.9,1041050,BRITANNIA BEACH FURR
1929,0.7,8.8,17.1,9.8,1041050,BRITANNIA BEACH FURR
1931,4.8,10.3,17.8,9.1,1041050,BRITANNIA BEACH FURR
1932,1.8,9.3,17.0,10.7,1041050,BRITANNIA BEACH FURR
1933,1.6,8.1,17.1,9.9,1041050,BRITANNIA BEACH FURR
1934,4.9,11.4,17.4,10.8,1041050,BRITANNIA BEACH FURR
1935,3.1,8.5,17.1,9.7,1041050,BRITANNIA BEACH FURR
1936,2.9,9.1,17.8,10.7,1041050,BRITANNIA BEACH FURR
1937,0.5,9.3,17.1,11.2,1041050,BRITANNIA BEACH FURR
1938,3.3,9.7,18.3,11.2,1041050,BRITANNIA BEACH FURR
1940,6.0,11.2,19.6,11.6,1041050,BRITANNIA BEACH FURR
1941,5.7,11.5,18.7,10.1,1041050,BRITANNIA BEACH FURR
1942,3.7,9.2,19.0,10.6,1041050,BRITANNIA BEACH FURR
1943,2.5,9.2,17.2,11.8,1041050,BRITANNIA BEACH FURR
1944,4.3,9.4,18.5,12.2,1041050,BRITANNIA BEACH FURR
1945,4.5,9.0,18.0,9.3,1041050,BRITANNIA BEACH FURR
1946,3.3,9.5,16.9,8.6,1041050,BRITANNIA BEACH FURR
1947,1.7,10.6,16.8,9.4,1041050,BRITANNIA BEACH FURR
1948,2.8,8.3,17.6,9.3,1041050,BRITANNIA BEACH FURR
1949,0.3,9.9,16.7,11.3,1041050,BRITANNIA BEACH FURR
1950,-0.6,8.0,17.8,9.7,1041050,BRITANNIA BEACH FURR
1952,1.6,8.8,17.0,11.1,1041050,BRITANNIA BEACH FURR
1953,4.4,9.2,16.6,11.0,1041050,BRITANNIA BEACH FURR
1954,2.7,8.1,15.4,10.8,1041050,BRITANNIA BEACH FURR
1955,3.3,6.9,16.1,8.7,1041050,BRITANNIA BEACH FURR
1956,1.7,9.5,17.0,9.4,1041050,BRITANNIA BEACH FURR
1957,1.7,10.3,16.3,10.6,1041050,BRITANNIA BEACH FURR
1958,5.4,10.7,19.9,9.9,1041050,BRITANNIA BEACH FURR
1959,3.2,8.6,16.6,9.0,1041050,BRITANNIA BEACH FURR
1960,3.3,8.2,17.1,10.4,1041050,BRITANNIA BEACH FURR
1962,3.8,8.7,16.8,11.2,1041050,BRITANNIA BEACH FURR
1963,4.4,9.5,17.3,11.2,1041050,BRITANNIA BEACH FURR
1967,4.4,8.5,19.4,11.1,1041050,BRITANNIA BEACH FURR
1968,3.9,9.4,17.3,9.8,1041050,BRITANNIA BEACH FURR
1969,0.2,9.2,17.6,10.0,1041050,BRITANNIA BEACH FURR
1970,4.9,8.9,17.8,9.6,1041050,BRITANNIA BEACH FURR
1971,2.6,8.6,16.4,9.7,1041050,BRITANNIA BEACH FURR
1972,1.1,8.5,16.9,9.3,1041050,BRITANNIA BEACH FURR
1973,2.5,9.2,15.6,9.2,1041050,BRITANNIA BEACH FURR
1998,5.1,11.1,18.8,12.1,1041050,BRITANNIA BEACH FURR
1999,4.5,9.3,16.5,10.9,1041050,BRITANNIA BEACH FURR
1956,0.6,7.3,15.0,8.1,1046391,POWELL RIVER A      
1958,4.8,8.8,17.6,8.9,1046391,POWELL RIVER A      
1959,3.4,8.0,15.6,8.8,1046391,POWELL RIVER A      
1960,2.9,8.2,15.9,9.2,1046391,POWELL RIVER A      
1961,3.8,8.4,17.6,8.1,1046391,POWELL RIVER A      
1962,3.0,7.5,15.3,10.3,1046391,POWELL RIVER A      
1964,3.7,7.3,15.2,8.8,1046391,POWELL RIVER A      
1965,2.0,7.6,16.6,10.0,1046391,POWELL RIVER A      
1966,3.7,8.2,15.8,9.8,1046391,POWELL RIVER A      
1967,4.2,7.3,18.3,10.3,1046391,POWELL RIVER A      
1968,3.9,8.6,16.0,9.4,1046391,POWELL RIVER A      
1969,0.1,8.8,16.5,9.8,1046391,POWELL RIVER A      
1971,3.1,7.8,16.4,8.1,1046391,POWELL RIVER A      
1972,0.7,7.9,16.2,8.1,1046391,POWELL RIVER A      
1973,2.0,8.2,14.7,7.9,1046391,POWELL RIVER A      
1974,3.1,7.3,15.2,10.1,1046391,POWELL RIVER A      
1975,2.2,7.2,15.7,9.2,1046391,POWELL RIVER A      
1983,4.5,9.6,16.0,9.2,1046391,POWELL RIVER A      
1984,3.1,8.2,15.8,8.2,1046391,POWELL RIVER A      
1985,1.7,8.0,16.8,6.8,1046391,POWELL RIVER A      
1986,2.9,8.5,16.4,9.8,1046391,POWELL RIVER A      
1987,4.5,9.4,16.4,10.9,1046391,POWELL RIVER A      
1988,3.3,8.6,15.9,10.2,1046391,POWELL RIVER A      
1989,2.0,8.6,16.0,10.0,1046391,POWELL RIVER A      
1990,3.3,9.1,17.1,9.8,1046391,POWELL RIVER A      
1991,2.9,8.0,16.2,9.8,1046391,POWELL RIVER A      
1992,5.3,10.0,17.1,9.6,1046391,POWELL RIVER A      
1993,1.7,9.5,15.7,9.7,1046391,POWELL RIVER A      
1994,4.2,9.6,16.5,9.3,1046391,POWELL RIVER A      
1995,4.0,9.5,16.3,10.5,1046391,POWELL RIVER A      
1996,3.4,8.4,16.3,8.6,1046391,POWELL RIVER A      
1997,3.0,8.8,16.6,10.2,1046391,POWELL RIVER A      
1998,4.8,9.3,17.7,10.6,1046391,POWELL RIVER A      
1999,3.8,7.4,16.0,9.7,1046391,POWELL RIVER A      
2000,3.4,8.3,16.1,9.7,1046391,POWELL RIVER A      
2001,3.3,8.0,15.6,9.7,1046391,POWELL RIVER A      
2003,4.7,8.3,17.2,9.7,1046391,POWELL RIVER A      
2004,4.0,10.1,18.1,9.7,1046391,POWELL RIVER A      
2005,3.8,10.0,16.4,9.2,1046391,POWELL RIVER A      
2007,3.5,8.1,16.1,8.8,1046391,POWELL RIVER A      
2008,2.8,7.6,15.7,9.9,1046391,POWELL RIVER A      
2009,1.7,7.6,17.6,9.8,1046391,POWELL RIVER A      
2010,4.5,8.1,16.2,9.5,1046391,POWELL RIVER A      
2011,3.2,7.1,15.7,9.5,1046391,POWELL RIVER A      
2012,3.4,8.0,16.3,9.8,1046391,POWELL RIVER A      
2013,3.4,8.9,17.3,9.7,1046391,POWELL RIVER A      
2014,2.6,9.4,17.5,11.1,1046391,POWELL RIVER A      
2015,5.6,9.9,18.1,9.4,1046391,POWELL RIVER A      
2016,4.5,10.7,17.2,10.4,1046391,POWELL RIVER A      
2017,1.4,8.3,16.7,9.9,1046391,POWELL RIVER A      
2018,2.6,8.9,17.0,9.5,1046391,POWELL RIVER A      
2019,2.4,8.9,17.0,9.1,1046391,POWELL RIVER A      
2020,3.9,8.3,16.1,10.2,1046391,POWELL RIVER A      
2021,3.6,8.3,18.4,9.6,1046391,POWELL RIVER A      
2022,2.4,7.3,17.7,10.1,1046391,POWELL RIVER A      
1925,2.4,8.5,16.8,9.2,1046392,POWELL RIVER        
1926,4.4,9.5,17.3,9.8,1046392,POWELL RIVER        
1927,2.5,6.8,16.9,8.5,1046392,POWELL RIVER        
1928,2.1,8.3,16.4,9.2,1046392,POWELL RIVER        
1929,0.6,7.1,16.3,10.5,1046392,POWELL RIVER        
1930,1.3,8.1,16.5,8.9,1046392,POWELL RIVER        
1931,4.3,8.9,16.2,8.4,1046392,POWELL RIVER        
1932,2.0,7.9,15.7,9.9,1046392,POWELL RIVER        
1933,0.9,6.1,15.5,8.7,1046392,POWELL RIVER        
1934,2.9,9.4,15.9,10.0,1046392,POWELL RIVER        
1935,2.3,6.6,15.8,8.9,1046392,POWELL RIVER        
1936,2.0,7.9,17.1,9.8,1046392,POWELL RIVER        
1937,0.4,7.4,16.2,10.4,1046392,POWELL RIVER        
1938,2.8,8.1,16.8,10.0,1046392,POWELL RIVER        
1939,2.7,8.3,15.9,10.3,1046392,POWELL RIVER        
1940,4.8,10.0,16.9,10.4,1046392,POWELL RIVER        
1941,4.7,10.1,17.0,10.0,1046392,POWELL RIVER        
1942,3.3,8.4,17.3,9.7,1046392,POWELL RIVER        
1943,1.8,7.1,15.8,10.0,1046392,POWELL RIVER        
1944,3.4,8.1,16.9,11.3,1046392,POWELL RIVER        
1945,3.1,7.6,16.1,9.0,1046392,POWELL RIVER        
1946,3.1,8.3,15.4,8.4,1046392,POWELL RIVER        
1947,1.9,9.6,15.6,9.3,1046392,POWELL RIVER        
